organization,domain,visible_url,primary_category,secondary_categories,confidence,source_file,source_branch,notes
University of Florida College of Public Health,explore.jobs.ufl.edu,https://explore.jobs.ufl.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Georgia College of Public Health,uga.edu,https://careers.uga.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Health Sciences and Pharmacy St. Louis,uhsp.edu,https://www.uhsp.edu,academic,Health Sciences Center; University; University of Health Sciences and Pharmacy in St. Louis,high,academic_employer_universe.csv; career_universe_org_harvest.csv,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3,Health sciences academic institution; Health sciences university with pharmacy and health professions; Pharmacy and health professions education; St. Louis health sciences university
University of Houston HEALTH Research Institute,uh.edu,https://www.uh.edu/centers-institutes/health,academic,Research Institute,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,UH health research institute
University of Illinois Chicago Health,uic.edu,https://www.uic.edu/health-care,org_harvest,Academic Medical Center; Academic Medical Centers; Health Care | University of Illinois Chicago; Workday,high,career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),SPH/Medicine; UI Health clinical and community programs; Urban academic health center with Mile Square Health Center; Urban academic health system; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 403: Forbidden
University of Illinois Chicago School of Public Health,publichealth.uic.edu,https://publichealth.uic.edu,academic,School of Public Health; School of Public Health | University of Illinois Chicago; University,high,academic_employer_universe.csv; career_universe_org_harvest.csv,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3,"Academic employer for epidemiologists and biostatisticians; Health equity and social justice focus; Strong global health and community health sciences; WHO Collaborating Center, Global Health Research Portfolio"
University of Iowa College of Public Health,uiowa.edu,https://jobs.uiowa.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic; Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Kansas Medical Center,kumc.edu,https://www.kumc.edu › academics › departments › population,hospital_system,Academic Hospital; Academic Medical Centers,high,employer_database_master.csv; hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Academic medical center; University of Kansas Health System with Cancer Center and population health program
University of Kansas School of Public Health,ku.edu,https://jobs.ku.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Kentucky College of Health Sciences,chs.uky.edu,https://chs.uky.edu,org_harvest,University; College of Health Sciences | University of Kentucky,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Clinical laboratory and health services programs; Academic health sciences institution; Clinical laboratory science and health services programs
University of Kentucky College of Public Health,ukjobs.uky.edu,https://ukjobs.uky.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Louisville School of Public Health and Information Sciences,louisville.edu,https://publichealth.louisville.edu,academic,Academic Medical Centers; School of Public Health; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Academic medical center; Kentucky SPHIS; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Maine School of Nursing and Health,maine.edu,https://jobs.maine.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Maryland Medical System,umms.org,https://www.umms.org › health-services › population-health,hospital_system,Academic Hospital; Hospital Systems; Workday,high,employer_database_master.csv; hospital_system_universe.csv; phase3c_browser_queue_20260620.json,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Hospital system; Multi-hospital academic system enabling best practices across Maryland communities; failure_reason=no_matching_roles
University of Maryland School of Medicine,medschool.umaryland.edu,https://www.medschool.umaryland.edu,academic,Medical School,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,UM Baltimore medical school
University of Maryland School of Public Health,umd.edu,https://sph.umd.edu,academic,Academic Medical Centers; School of Public Health,high,academic_employer_universe.csv; employer_database_master.csv,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),"Also seen under domain umd.wd1.myworkdayjobs.com; College Park, Maryland; SPH/Medicine; adjunct/epi potential"
University of Memphis School of Public Health,memphis.edu,https://www.memphis.edu/publichealth,academic,Academic Medical Centers; School of Public Health; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Also seen under domain workday.memphis.edu; SPH/Medicine; Tennessee public health school; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>
University of Miami Miller School of Medicine,med.miami.edu,https://med.miami.edu,academic,Academic Medical Centers; Medical School; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Also seen under domain miami.edu; Diabetes Research Institute affiliate; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Michigan IHPI,umich.edu,https://careers.umich.edu/,Academic Medical Centers,Academic Medical Centers; Custom,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Health policy innovation; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Michigan School of Public Health,sph.umich.edu,https://sph.umich.edu,academic,Research Centers & Initiatives | University of Michigan SPH; School of Public Health; University,high,academic_employer_universe.csv; career_universe_org_harvest.csv,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3,NCI Center for Health Communications Research and partners; Strong health communications and cancer prevention research; Top school of public health; Top-ranked public health school
University of Minnesota School of Public Health,sph.umn.edu,https://www.sph.umn.edu,academic,Academic Medical Centers; Custom; School of Public Health; University; University of Minnesota School of Public Health,high,academic_employer_universe.csv; career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),Academic; Academic employer for epidemiologists and health services researchers; Also seen under domain hr.umn.edu; Health services workforce engine of public health; Nationally top-ranked programs; Strong environmental and occupational health programs; failure_reason=no_matching_roles
University of Mississippi Medical Center,umc.edu,https://umc.edu,hospital_system,Academic Hospital; Academic Medical Centers; Workday,high,employer_database_master.csv; hospital_system_universe.csv; phase3c_browser_queue_20260620.json,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),John D. Bower School of Population Health; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Missouri School of Medicine,medicine.missouri.edu,https://medicine.missouri.edu/centers-institutes-labs/careers,google_harvest,Academic Medical Center; Employment - University of Missouri School of Medicine,high,career_google_harvest.csv,cursor/google-career-harvest-faa3,Medical school employment opportunities including epidemiology
University of Missouri School of Public Health,missouri.edu,https://jobs.missouri.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Missouri-Kansas City School of Medicine,umkc.edu,https://jobs.umkc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Nebraska College of Public Health,employment.unl.edu,https://employment.unl.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Nebraska Medical Center,unmc.edu,https://www.unmc.edu/hr/careers.html,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of Nevada Las Vegas School of Public Health,unlv.edu,https://www.unlv.edu/publichealth,academic,Academic Medical Centers; School of Public Health,high,academic_employer_universe.csv; employer_database_master.csv,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),SPH/Medicine; UNLV public health school; adjunct/epi potential
